Title,Average_Rating,Director,Number_reviews,Release_Date,Actor1,Actor2,Genre1,Genre2
What Time Is It There?,4.04,Tsai Ming-liang,1456,2001,Lee Kang-sheng,Chen Shiang-Chyi,Romance,Drama
The Circle,3.8,Jafar Panahi,457,2000,Nargess Mamizadeh,Maryiam Palvin Almani,Drama,
Andaz Apna Apna,3.59,Rajkumar Santoshi,481,1994,Aamir Khan,Salman Khan,Romance,Family
I'm Not There,3.65,Todd Haynes,5447,2007,Christian Bale,Cate Blanchett,Drama,Music
Free Guy,3.04,Shawn Levy,106353,2021,Ryan Reynolds,Jodie Comer,Adventure,Science Fiction
Kinsey,3.37,Bill Condon,812,2004,Liam Neeson,Laura Linney,Drama,
The Private Life of Sherlock Holmes,3.46,Billy Wilder,1510,1970,Robert Stephens,Colin Blakely,Comedy,Crime
The Doll,3.83,Ernst Lubitsch,702,1919,Ossi Oswalda,Hermann Thimig,Comedy,Romance
Little Children,3.74,Todd Field,5141,2006,Kate Winslet,Jennifer Connelly,Romance,Drama
People on Sunday,3.64,Edgar G. Ulmer,753,1930,Erwin Splettstößer,Brigitte Borchert,Drama,
The Stranger,3.9,Satyajit Ray,747,1991,Utpal Dutt,Dipankar Dey,Drama,
Bombay,3.86,Mani Ratnam,744,1995,Arvind Swamy,Manisha Koirala,Drama,Romance
Tokyo Sonata,4.08,Kiyoshi Kurosawa,2896,2008,Teruyuki Kagawa,Kyoko Koizumi,Drama,
Dead Man Walking,3.72,Tim Robbins,2047,1995,Susan Sarandon,Sean Penn,Drama,
Close,4.09,Lukas Dhont,56590,2022,Eden Dambrine,Gustav De Waele,Drama,
Mamma Mia!,3.73,Phyllida Lloyd,119046,2008,Meryl Streep,Pierce Brosnan,Comedy,Romance
High Tension,3.23,Alexandre Aja,7667,2003,Cécile de France,Maïwenn,Mystery,Horror
K-PAX,3.26,Iain Softley,1279,2001,Jeff Bridges,Kevin Spacey,Science Fiction,Mystery
Häxan,3.99,Benjamin Christensen,8588,1922,Benjamin Christensen,Ella La Cour,Documentary,Horror
Bad Taste,3.26,Peter Jackson,4761,1987,Terry Potter,Pete O'Herne,Action,Comedy
Macbeth,3.71,Roman Polanski,2082,1971,Jon Finch,Francesca Annis,War,Drama
Ariel,3.86,Aki Kaurismäki,1911,1988,Turo Pajala,Susanna Haavisto,Comedy,Drama
A Taste of Honey,3.73,Tony Richardson,1563,1961,Rita Tushingham,Murray Melvin,Drama,
Mud,3.69,Jeff Nichols,7556,2012,Matthew McConaughey,Reese Witherspoon,Drama,
Home,3.69,Rojin Thomas,727,2021,Indrans,Sreenath Bhasi,Family,Drama
Way Down East,3.65,D.W. Griffith,717,1920,Lillian Gish,Richard Barthelmess,Romance,Drama
Léolo,3.69,Jean-Claude Lauzon,363,1992,Gilbert Sicotte,Maxime Collin,Fantasy,Comedy
Patch Adams,3.29,Tom Shadyac,4528,1998,Robin Williams,Monica Potter,Comedy,Drama
Wanted,2.95,Timur Bekmambetov,10754,2008,James McAvoy,Angelina Jolie,Crime,Action
Fahrenheit 9/11,3.53,Michael Moore,2769,2004,Michael Moore,John Conyers,Documentary,
Gentlemen of Fortune,3.81,Aleksandr Sery,228,1971,Evgeni Leonov,Georgiy Vitsin,Comedy,Drama
Gimme Shelter,4.02,Albert Maysles,4085,1970,Mick Jagger,Charlie Watts,Documentary,Music
Horton Hears a Who!,3,Jimmy Hayward,7228,2008,Jim Carrey,Steve Carell,Animation,Comedy
Sandhesam,3.75,Sathyan Anthikad,62,1991,Thilakan,Sreenivasan,Drama,Comedy
The Many Adventures of Winnie the Pooh,3.72,Wolfgang Reitherman,5495,1977,Sterling Holloway,John Fiedler,Adventure,Animation
A Fantastic Woman,3.73,Sebastián Lelio,5457,2017,Daniela Vega,Francisco Reyes,Drama,
Awaara,3.93,Raj Kapoor,783,1951,Prithviraj Kapoor,Nargis,Drama,Music
The Lunchbox,3.96,Ritesh Batra,4556,2013,Irrfan Khan,Nimrat Kaur,Drama,Romance
A Nos Amours,3.85,Maurice Pialat,3040,1983,Sandrine Bonnaire,Maurice Pialat,Drama,Romance
The Transformers: The Movie,3.57,Nelson Shin,5906,1986,Judd Nelson,Peter Cullen,Adventure,Science Fiction
Dont Look Back,4.09,D. A. Pennebaker,4078,1967,Bob Dylan,Albert Grossman,Documentary,Music
Jumanji: Welcome to the Jungle,3.07,Jake Kasdan,33891,2017,Dwayne Johnson,Kevin Hart,Fantasy,Adventure
"Me, Myself & Irene",3.04,Bobby Farrelly,4351,2000,Jim Carrey,Renée Zellweger,Comedy,
Pitfall,3.87,Hiroshi Teshigahara,950,1962,Hisashi Igawa,Sumie Sasaki,Crime,Drama
The Savages,3.64,Tamara Jenkins,1677,2007,Laura Linney,Philip Seymour Hoffman,Drama,
American Movie,4.15,Chris Smith,7398,1999,Mark Borchardt,Mike Schank,Comedy,Documentary
The Scent of Green Papaya,3.79,Tran Anh Hung,2434,1993,Tran Nu Yen Khe,Man San Lu,Drama,Romance
The Proposal,3.3,Anne Fletcher,43336,2009,Sandra Bullock,Ryan Reynolds,Romance,Drama
The Land Before Time,3.68,Don Bluth,5534,1988,Gabriel Damon,Candace Hutson,Adventure,Family
Hot Shots!,3.18,Jim Abrahams,3731,1991,Charlie Sheen,Cary Elwes,Action,War
City Slickers,3.33,Ron Underwood,3227,1991,Billy Crystal,Daniel Stern,Western,Comedy
Syriana,3.34,Stephen Gaghan,1446,2005,George Clooney,Matt Damon,Drama,Thriller
Stripes,3.21,Ivan Reitman,3987,1981,Bill Murray,Harold Ramis,Action,Comedy
Insomnia,3.63,Erik Skjoldbjærg,1769,1997,Stellan Skarsgård,Maria Mathiesen,Mystery,Crime
The Major and the Minor,3.61,Billy Wilder,852,1942,Ginger Rogers,Ray Milland,Comedy,Romance
Seance on a Wet Afternoon,3.83,Bryan Forbes,1191,1964,Kim Stanley,Margaret Lacey,Thriller,Drama
A Pigeon Sat on a Branch Reflecting on Existence,3.8,Roy Andersson,3981,2014,Holger Andersson,Nisse Vestblom,Comedy,Drama
Son of the White Mare,4.18,Marcell Jankovics,3922,1981,György Cserhalmi,Pap Vera,Adventure,Animation
Crimson Gold,3.83,Jafar Panahi,560,2003,Hossain Emadeddin,Kamyar Sheisi,Drama,
The Times of Harvey Milk,4.09,Rob Epstein,1500,1984,Harvey Milk,Harvey Fierstein,Documentary,
August Rush,3.26,Kirsten Sheridan,2265,2007,Freddie Highmore,Keri Russell,Music,Drama
Here Comes Mr. Jordan,3.63,Alexander Hall,882,1941,Robert Montgomery,Evelyn Keyes,Comedy,Romance
Days and Nights in the Forest,3.9,Satyajit Ray,231,1970,Soumitra Chatterjee,Samit Bhanja,Drama,
Viy,3.58,Georgi Kropachyov,5900,1967,Leonid Kuravlyov,Natalya Varley,Drama,Fantasy
Dogma,3.5,Kevin Smith,8057,1999,Ben Affleck,Matt Damon,Adventure,Comedy
Bad Lieutenant: Port of Call – New Orleans,3.57,Werner Herzog,6516,2009,Nicolas Cage,Eva Mendes,Crime,Drama
The Hawks and the Sparrows,3.71,Pier Paolo Pasolini,1071,1966,Totò,Ninetto Davoli,Comedy,Fantasy
Man of the West,3.75,Anthony Mann,1406,1958,Gary Cooper,Julie London,Western,
Cops,3.83,Buster Keaton,2686,1922,Buster Keaton,Edward F. Cline,Family,Comedy
Kung Fu Panda 3,3.25,Jennifer Yuh Nelson,20334,2016,Jack Black,Bryan Cranston,Adventure,Comedy
Husbands,3.81,John Cassavetes,5277,1970,Ben Gazzara,Peter Falk,Comedy,Drama
X-Men: Apocalypse,2.57,Bryan Singer,25764,2016,James McAvoy,Michael Fassbender,Science Fiction,Adventure
13 Assassins,3.86,Takashi Miike,5004,2010,Koji Yakusho,Takayuki Yamada,Action,Adventure
A Dog's Will,4.02,Guel Arraes,8862,2000,Matheus Nachtergaele,Selton Mello,Fantasy,Comedy
Ready Player One,3.22,Steven Spielberg,61133,2018,Tye Sheridan,Olivia Cooke,Science Fiction,Action
Sita Ramam,3.55,Hanu Raghavapudi,2671,2022,Dulquer Salmaan,Mrunal Thakur,Romance,Drama
Predestination,3.57,Michael Spierig,16364,2014,Ethan Hawke,Sarah Snook,Science Fiction,Thriller
Still Alice,3.7,Richard Glatzer,8582,2014,Julianne Moore,Kate Bosworth,Drama,
A Man Called Ove,3.82,Hannes Holm,4584,2015,Rolf Lassgård,Bahar Pars,Drama,Comedy
Water,3.67,Deepa Mehta,395,2005,Lisa Ray,Sarala,Drama,Romance
The Constant Gardener,3.56,Fernando Meirelles,2481,2005,Ralph Fiennes,Rachel Weisz,Thriller,Mystery
Blue Valentine,3.81,Derek Cianfrance,46964,2010,Ryan Gosling,Michelle Williams,Romance,Drama
"Girl, Interrupted",3.88,James Mangold,94905,1999,Winona Ryder,Angelina Jolie,Drama,
The Telephone Box,3.88,Antonio Mercero,1010,1972,José Luis López Vázquez,Agustín González,Horror,Drama
David Attenborough: A Life on Our Planet,4.15,Alastair Fothergill,4388,2020,David Attenborough,Max Hughes,Documentary,
Lifeboat,3.8,Alfred Hitchcock,3126,1944,Tallulah Bankhead,William Bendix,Drama,War
Searching,3.72,Aneesh Chaganty,33108,2018,John Cho,Michelle La,Thriller,Mystery
8 Women,3.71,François Ozon,4794,2002,Catherine Deneuve,Isabelle Huppert,Thriller,Mystery
Stella Dallas,3.79,King Vidor,1897,1937,Barbara Stanwyck,John Boles,Romance,Drama
Green Street Hooligans,3.41,Lexi Alexander,4155,2005,Elijah Wood,Charlie Hunnam,Crime,Drama
Black Dynamite,3.98,Scott Sanders,10601,2009,Michael Jai White,Arsenio Hall,Action,Comedy
First Cow,3.89,Kelly Reichardt,22441,2019,John Magaro,Orion Lee,Western,Drama
Angels & Demons,3.04,Ron Howard,7883,2009,Tom Hanks,Ewan McGregor,Mystery,Thriller
The Nutty Professor,3.33,Jerry Lewis,1156,1963,Jerry Lewis,Stella Stevens,Science Fiction,Comedy
John Wick: Chapter 2,3.69,Chad Stahelski,72527,2017,Keanu Reeves,Common,Crime,Action
The Flowers of St. Francis,3.85,Roberto Rossellini,1123,1950,Aldo Fabrizi,Gianfranco Bellini,Drama,Comedy
Equilibrium,3.27,Kurt Wimmer,8666,2002,Christian Bale,Taye Diggs,Action,Thriller
Bad Boys,3.2,Michael Bay,10318,1995,Martin Lawrence,Will Smith,Comedy,Action
Antonia's Line,3.84,Marleen Gorris,623,1995,Willeke van Ammelrooy,Els Dottermans,Comedy,Drama
Rebels of the Neon God,3.97,Tsai Ming-liang,5081,1992,Wang Yu-wen,Chen Chao-jung,Drama,Crime
The Holy Innocents,3.87,Mario Camus,717,1984,Alfredo Landa,Terele Pávez,Drama,
The Hole,3.97,Tsai Ming-liang,2783,1998,Yang Kuei-Mei,Lee Kang-sheng,Drama,Science Fiction
Across the Universe,3.44,Julie Taymor,11024,2007,Evan Rachel Wood,Jim Sturgess,Romance,Fantasy
Pariyerum Perumal,4.11,Mari Selvaraj,604,2018,Kathir,Anandhi,Drama,Romance
Everything Is Illuminated,3.63,Liev Schreiber,1315,2005,Elijah Wood,Eugene Hutz,Drama,Comedy
Corpse Bride,3.79,Tim Burton,58050,2005,Johnny Depp,Helena Bonham Carter,Animation,Fantasy
The Phantom of the Opera at the Royal Albert Hall,4.26,Nick Morris,4114,2011,Ramin Karimloo,Sierra Boggess,Romance,Music
Europe '51,3.87,Roberto Rossellini,1181,1952,Ingrid Bergman,Alexander Knox,Drama,
Kahaani,3.74,Sujoy Ghosh,748,2012,Vidya Balan,Parambrata Chatterjee,Mystery,Thriller
Sing,3.01,Garth Jennings,24350,2016,Matthew McConaughey,Reese Witherspoon,Music,Comedy
The Book Thief,3.46,Brian Percival,5111,2013,Geoffrey Rush,Sophie Nélisse,Drama,
Orphans of the Storm,3.55,D.W. Griffith,434,1921,Lillian Gish,Dorothy Gish,Drama,History
Chocolat,3.38,Lasse Hallström,5186,2000,Juliette Binoche,Alfred Molina,Comedy,Drama
And Then There Were None,3.55,René Clair,2034,1945,Barry Fitzgerald,Walter Huston,Drama,Crime
Mandy,3.61,Panos Cosmatos,48074,2018,Nicolas Cage,Andrea Riseborough,Horror,Fantasy
45 Years,3.83,Andrew Haigh,5179,2015,Charlotte Rampling,Tom Courtenay,Romance,Drama
A Time to Kill,3.66,Joel Schumacher,9380,1996,Matthew McConaughey,Sandra Bullock,Crime,Thriller
The Way Way Back,3.63,Nat Faxon,15293,2013,Liam James,Steve Carell,Drama,Comedy
Memoirs of a Geisha,3.51,Rob Marshall,8025,2005,Zhang Ziyi,Gong Li,Romance,History
Headhunters,3.69,Morten Tyldum,2515,2011,Aksel Hennie,Synnøve Macody Lund,Action,Thriller
Solo: A Star Wars Story,2.91,Ron Howard,52621,2018,Alden Ehrenreich,Joonas Suotamo,Science Fiction,Adventure
Flash Gordon,3.23,Mike Hodges,6017,1980,Sam J. Jones,Melody Anderson,Adventure,Science Fiction
The Nice Guys,3.82,Shane Black,122203,2016,Ryan Gosling,Russell Crowe,Action,Comedy
Peranbu,3.82,Ram,434,2018,Mammootty,Sadhana,Drama,Family
The Long Day Closes,4.01,Terence Davies,3404,1992,Leigh McCormack,Marjorie Yates,Drama,
Morocco,3.58,Josef von Sternberg,2653,1930,Gary Cooper,Marlene Dietrich,Romance,Drama
House of Wax,3.49,André de Toth,3414,1953,Vincent Price,Frank Lovejoy,Horror,Crime
Rabbit of Seville,4.21,Chuck Jones,814,1950,Mel Blanc,Arthur Q. Bryan,Comedy,Family
Lars and the Real Girl,3.79,Craig Gillespie,33375,2007,Ryan Gosling,Emily Mortimer,Comedy,Drama
Kiss of Death,3.63,Henry Hathaway,1222,1947,Victor Mature,Brian Donlevy,Crime,Thriller
And the Ship Sails On,3.74,Federico Fellini,756,1983,Freddie Jones,Barbara Jefford,Drama,Comedy
The Rider,3.97,Chloé Zhao,7553,2017,Brady Jandreau,Tim Jandreau,Western,Drama
Hearts of Darkness: A Filmmaker's Apocalypse,4.18,Fax Bahr,6273,1991,Francis Ford Coppola,Eleanor Coppola,Documentary,
Nayakan,4.16,Mani Ratnam,1144,1987,Kamal Haasan,Janagaraj,Crime,Drama
Sister Act,3.43,Emile Ardolino,8680,1992,Whoopi Goldberg,Maggie Smith,Music,Comedy
Rudolph the Red-Nosed Reindeer,3.53,Larry Roemer,11956,1964,Burl Ives,Billie Mae Richards,TV Movie,Family
The Place Beyond the Pines,3.78,Derek Cianfrance,31091,2012,Ryan Gosling,Eva Mendes,Drama,Crime
Deewaar,3.66,Yash Chopra,397,1975,Amitabh Bachchan,Shashi Kapoor,Crime,Action
The Adventures of Tintin,3.58,Steven Spielberg,17905,2011,Jamie Bell,Andy Serkis,Adventure,Animation
Anbe Sivam,4.07,Sundar C,726,2003,Kamal Haasan,R. Madhavan,Drama,Comedy
Father of the Bride,3.48,Vincente Minnelli,1063,1950,Spencer Tracy,Joan Bennett,Comedy,Drama
Alice in Wonderland,3.03,Tim Burton,22951,2010,Mia Wasikowska,Johnny Depp,Family,Fantasy
The Boat That Rocked,3.56,Richard Curtis,3731,2009,Tom Sturridge,Philip Seymour Hoffman,Drama,Comedy
The Barefoot Contessa,3.46,Joseph L. Mankiewicz,1292,1954,Humphrey Bogart,Ava Gardner,Drama,
Dawn of the Dead,3.41,Zack Snyder,16598,2004,Sarah Polley,Ving Rhames,Horror,Crime
Ip Man 2,3.56,Wilson Yip,3315,2010,Donnie Yen,Sammo Hung,History,Drama
A Time for Drunken Horses,3.89,Bahman Ghobadi,427,2000,Ayoub Ahmadi,Rojin Younessi,Drama,War
Upgrade,3.66,Leigh Whannell,28228,2018,Logan Marshall-Green,Betty Gabriel,Science Fiction,Action
Turkish Delight,3.68,Paul Verhoeven,1043,1973,Monique van de Ven,Rutger Hauer,Drama,Romance
Submarine,3.83,Richard Ayoade,34359,2010,Craig Roberts,Yasmin Paige,Romance,Drama
The Man Who Knew Too Much,3.71,Alfred Hitchcock,6581,1956,James Stewart,Doris Day,Thriller,Mystery
Carandiru,4,Héctor Babenco,7820,2003,Luiz Carlos Vasconcelos,Milton Gonçalves,Drama,
Rambo: First Blood Part II,3.1,George P. Cosmatos,6897,1985,Sylvester Stallone,Richard Crenna,Action,War
Martin,3.74,George A. Romero,4992,1977,John Amplas,Lincoln Maazel,Drama,Horror
The Day After Tomorrow,2.9,Roland Emmerich,13378,2004,Dennis Quaid,Jake Gyllenhaal,Action,Thriller
Judas and the Black Messiah,4.03,Shaka King,49705,2021,LaKeith Stanfield,Daniel Kaluuya,History,Drama
Dodes'ka-den,3.69,Akira Kurosawa,1019,1970,Yoshitaka Zushi,Kin Sugai,Drama,
Revolutionary Road,3.56,Sam Mendes,9588,2008,Leonardo DiCaprio,Kate Winslet,Romance,Drama
RRR,4.2,S. S. Rajamouli,86536,2022,N.T. Rama Rao Jr.,Ram Charan,Action,Drama
The Singing Detective,3.99,Jon Amiel,111,1986,Michael Gambon,Jim Carter,Drama,
Bad Timing,3.65,Nicolas Roeg,1481,1980,Art Garfunkel,Theresa Russell,Thriller,Drama
Spectre,3.13,Sam Mendes,30031,2015,Daniel Craig,Christoph Waltz,Adventure,Action
Das Boot,4.27,Wolfgang Petersen,616,1985,Jürgen Prochnow,Herbert Grönemeyer,Drama,
Law of Desire,3.78,Pedro Almodóvar,6060,1987,Eusebio Poncela,Carmen Maura,Comedy,Thriller
Seduced and Abandoned,3.91,Pietro Germi,329,1964,Stefania Sandrelli,Saro Urzì,Drama,Comedy
I Am Not Your Negro,4.16,Raoul Peck,7126,2016,Samuel L. Jackson,James Baldwin,Documentary,
Read My Lips,3.68,Jacques Audiard,529,2001,Vincent Cassel,Emmanuelle Devos,Crime,Thriller
The Damned United,3.7,Tom Hooper,2078,2009,Michael Sheen,Timothy Spall,Drama,History
The Legend of Maula Jatt,3.72,Bilal Lashari,407,2022,Fawad Khan,Hamza Ali Abbasi,Drama,Fantasy
Gods and Monsters,3.61,Bill Condon,1729,1998,Ian McKellen,Brendan Fraser,Drama,
The Diary of Anne Frank,3.68,George Stevens,510,1959,Millie Perkins,Joseph Schildkraut,Drama,History
Swiss Family Robinson,3.31,Ken Annakin,1307,1960,John Mills,Dorothy McGuire,Adventure,Family
Capturing the Friedmans,3.67,Andrew Jarecki,2064,2003,Arnold Friedman,Elaine Friedman,Documentary,
Queen Margot,3.81,Patrice Chéreau,1429,1994,Isabelle Adjani,Daniel Auteuil,History,Romance
Atanarjuat: The Fast Runner,3.68,Zacharias Kunuk,480,2001,Natar Ungalaaq,Sylvia Ivalu,Fantasy,Drama
The Secret Life of Walter Mitty,3.72,Ben Stiller,44625,2013,Ben Stiller,Kristen Wiig,Comedy,Adventure
Nanook of the North,3.56,Robert Flaherty,3603,1922,Allakariallak,Alice Nevalinga,Documentary,Drama
The Unnamed,3.71,Tauquir Ahmed,35,2016,Shahiduzzaman Selim,Mosharraf Karim,Drama,
A Walk to Remember,3.26,Adam Shankman,13885,2002,Mandy Moore,Shane West,Drama,Romance
Aguner Poroshmoni,3.7,Humayun Ahmed,9,1995,Abul Hayat,Bipasha Hayat,Drama,War
Hunger,4.01,Henning Carlsen,240,1966,Per Oscarsson,Gunnel Lindblom,Drama,
The X Files,3.49,Rob Bowman,4725,1998,David Duchovny,Gillian Anderson,Mystery,Science Fiction
Blue Jasmine,3.65,Woody Allen,12286,2013,Alec Baldwin,Cate Blanchett,Drama,
Ralph Breaks the Internet,2.91,Rich Moore,29275,2018,John C. Reilly,Sarah Silverman,Animation,Family
Zero for Conduct,3.73,Jean Vigo,1804,1933,Jean Dasté,Robert le Flon,Comedy,
The Ballad of Cable Hogue,3.69,Sam Peckinpah,865,1970,Jason Robards,Stella Stevens,Comedy,Action
Chaplin,3.57,Richard Attenborough,2846,1992,Robert Downey Jr.,Geraldine Chaplin,Drama,
Hellzapoppin',3.95,H. C. Potter,1523,1941,Ole Olsen,Chic Johnson,Comedy,Music
Beware of the Car!,3.85,Eldar Ryazanov,218,1966,Innokentiy Smoktunovskiy,Oleg Efremov,Comedy,Crime
Click,2.79,Frank Coraci,24119,2006,Adam Sandler,Kate Beckinsale,Drama,Comedy
The Ruling Class,3.69,Peter Medak,892,1972,Peter O'Toole,Alastair Sim,Drama,Comedy
Identity,3.38,James Mangold,11221,2003,John Cusack,Ray Liotta,Mystery,Thriller
The Unknown Soldier,3.55,Edvin Laine,100,1955,Kosti Klemelä,Heikki Savolainen,Drama,War
Nowhere in Africa,3.58,Caroline Link,241,2001,Juliane Köhler,Merab Ninidze,Drama,
Knockin' on Heaven's Door,3.78,Thomas Jahn,480,1997,Til Schweiger,Jan Josef Liefers,Crime,Comedy
Blackmail,3.4,Alfred Hitchcock,2153,1929,Anny Ondra,Sara Allgood,Thriller,Crime
The Last Wave,3.61,Peter Weir,1888,1977,Richard Chamberlain,Olivia Hamnett,Thriller,Drama
Perfect Strangers,3.67,Paolo Genovese,2986,2016,Giuseppe Battiston,Anna Foglietta,Comedy,Drama
Secondhand Lions,3.49,Tim McCanlies,1725,2003,Michael Caine,Robert Duvall,Family,Comedy
Road House,3.39,Rowdy Herrington,14972,1989,Patrick Swayze,Kelly Lynch,Action,Thriller
Gloria,3.74,John Cassavetes,3675,1980,Gena Rowlands,Buck Henry,Thriller,Crime
Oklahoma!,3.25,Fred Zinnemann,2024,1955,Gordon MacRae,Gloria Grahame,Western,Romance
Lola,3.78,Rainer Werner Fassbinder,1342,1981,Barbara Sukowa,Armin Mueller-Stahl,Drama,Romance
The Painted Veil,3.55,John Curran,1740,2006,Edward Norton,Naomi Watts,Romance,Drama
Taxi,3.8,Jafar Panahi,2742,2015,Jafar Panahi,Hana Saeidi,Comedy,Drama
The Fool,3.95,Yury Bykov,788,2014,Artyom Bystrov,Natalya Surkova,Drama,
Captain Marvel,2.72,Ryan Fleck,80191,2019,Brie Larson,Samuel L. Jackson,Science Fiction,Action
Superman II,3.34,Richard Lester,5443,1980,Gene Hackman,Christopher Reeve,Action,Adventure
Hairspray,3.43,Adam Shankman,25814,2007,Nikki Blonsky,John Travolta,Comedy,Romance
Norma Rae,3.75,Martin Ritt,1857,1979,Sally Field,Beau Bridges,Drama,
Play Misty for Me,3.39,Clint Eastwood,3686,1971,Clint Eastwood,Jessica Walter,Drama,Thriller
Ménilmontant,3.96,Dimitri Kirsanoff,917,1926,Nadia Sibirskaïa,Yolande Beaulieu,Drama,
Four Lions,3.86,Chris Morris,11396,2010,Riz Ahmed,Nigel Lindsay,Crime,Drama
A Tale of Two Cities,3.63,Jack Conway,316,1935,Ronald Colman,Elizabeth Allan,Drama,Romance
Silent Running,3.31,Douglas Trumbull,2520,1972,Bruce Dern,Cliff Potts,Science Fiction,Adventure
The Devil's Rejects,3.34,Rob Zombie,8814,2005,Sid Haig,Bill Moseley,Crime,Drama
Angel Face,3.65,Otto Preminger,1454,1952,Robert Mitchum,Jean Simmons,Crime,Drama
Grey Gardens,4.02,Albert Maysles,8356,1975,Edith Bouvier Beale,Edith Ewing Bouvier Beale,Documentary,
Layer Cake,3.5,Matthew Vaughn,10212,2004,Daniel Craig,Sienna Miller,Crime,Thriller
The Red Violin,3.62,François Girard,670,1998,Carlo Cecchi,Irene Grazioli,Music,Mystery
The Old Dark House,3.49,James Whale,5815,1932,Boris Karloff,Melvyn Douglas,Thriller,Horror
The Promised Land,3.93,Andrzej Wajda,245,1975,Daniel Olbrychski,Wojciech Pszoniak,History,Drama
The Mummy Returns,2.95,Stephen Sommers,10755,2001,Brendan Fraser,Rachel Weisz,Fantasy,Action
Smokey and the Bandit,3.56,Hal Needham,6957,1977,Burt Reynolds,Sally Field,Adventure,Action
Night at the Museum,3.24,Shawn Levy,22644,2006,Ben Stiller,Carla Gugino,Fantasy,Family
Mother and Son,3.94,Aleksandr Sokurov,579,1997,Aleksei Ananishnov,Gudrun Geyer,Drama,
Act of Violence,3.79,Fred Zinnemann,654,1948,Van Heflin,Robert Ryan,Thriller,
Begin Again,3.53,John Carney,19732,2013,Mark Ruffalo,Keira Knightley,Comedy,Drama
The Firm,3.39,Sydney Pollack,10840,1993,Tom Cruise,Jeanne Tripplehorn,Drama,Mystery
Hancock,2.72,Peter Berg,7530,2008,Will Smith,Charlize Theron,Action,Fantasy
Cinderella,3.14,Kenneth Branagh,17038,2015,Lily James,Cate Blanchett,Romance,Family
Death at a Funeral,3.56,Frank Oz,4391,2007,Matthew Macfadyen,Peter Dinklage,Comedy,Drama
Spring in a Small Town,3.83,Mu Fei,809,1948,Wei Wei,Yu Shi,Drama,Romance
What Lies Beneath,3.13,Robert Zemeckis,6122,2000,Harrison Ford,Michelle Pfeiffer,Horror,Thriller
Lone Survivor,3.42,Peter Berg,5707,2013,Mark Wahlberg,Taylor Kitsch,War,Action
Hitch,2.98,Andy Tennant,8382,2005,Will Smith,Eva Mendes,Romance,Comedy
System Crasher,3.94,Nora Fingscheidt,3310,2019,Helena Zengel,Albrecht Schuch,Drama,
Kuch Kuch Hota Hai,3.65,Karan Johar,3242,1998,Shah Rukh Khan,Kajol,Romance,Drama
Nadodikkattu,3.79,Sathyan Anthikad,108,1987,Mohanlal,Sreenivasan,Comedy,
My Life as a Zucchini,4.15,Claude Barras,23551,2016,Gaspard Schlatter,Sixtine Murat,Drama,Comedy
The Nun's Story,3.61,Fred Zinnemann,881,1959,Audrey Hepburn,Peter Finch,Drama,
Educating Rita,3.61,Lewis Gilbert,890,1983,Michael Caine,Julie Walters,Drama,Comedy
Won't You Be My Neighbor?,4.17,Morgan Neville,13517,2018,Margaret Whitmer,Tom Junod,Documentary,
